x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
730,5,317887.077640148,317887.077640148,0.00284221140603204,0,0.997155609198946,0.0119839311374494,291.113434678543,274.981390276305,2646
730,10,307860.664622734,307860.664622734,0.00236106230784349,0,0.997636155648682,0.00331007383457906,285.278175456336,274.929067562351,2574
730,15,248518.704544142,248518.704544142,0.000632843689634916,0,0.999373862556175,0.000632843689634916,252.323114985541,274.842272545949,1674
730,20,182990.764923394,182990.764923394,0,0,1.0000006605195,0,211.931591639116,274.721017603125,954
730,25,143533.063113255,143533.063113255,0,0,1.00000198898998,0,184.414341819734,274.565320013602,846
730,30,116565.103777353,116565.103777353,0,0,1.00000092011526,0,163.814911277013,274.375201948494,810
730,40,81987.013189904,81987.013189904,0,0,0.999999951389357,0,134.462102261965,273.891817434941,810
730,50,61041.3602637763,61041.3602637762,0,0,1.00000063466087,0,114.338626592683,273.271138574656,774
755,0,305564.701801499,305564.701801499,0.00284221140506728,0,0.997156547291314,0.0151892206206073,285.044102268592,249.999233399346,2646
755,2,305180.85612473,305180.85612473,0.00284221140522306,0,0.997155905046822,0.0147174667973968,284.827696454391,249.996334042494,2646
755,5,303068.384103489,303068.384103489,0.00284221140605873,0,0.997155726804092,0.0118439505626773,283.634679721385,249.981985201761,2574
755,10,293795.902459778,293795.902459778,0.00248822194650705,0,0.997511483769696,0.00363099537954153,278.267613649947,249.931406375248,2322
755,15,241872.751485976,241872.751485976,0.000776940738904061,0,0.999223394516117,0.000776940738904061,249.273401955695,249.847503661732,1854
755,20,174652.838712373,174652.838712373,0,0,1.00000027701776,0,207.649221227246,249.730288241051,1062
755,25,135449.924077399,135449.924077399,0,0,0.999998021644649,0,179.801186204036,249.579775723509,882
755,30,109133.972218695,109133.972218695,0,0,0.999997966339929,0,159.168062802635,249.395986139495,774
755,40,75956.3136183346,75956.3136183345,0,0,1.00000044755274,0,130.058503290667,248.928677911249,810
755,50,56185.4661854741,56185.4661854741,0,0,0.999999735982714,0,110.299420513281,248.32861162288,738
780,0,293709.582875948,293709.582875948,0.00284221140515008,0,0.997158564634198,0.0153290063460561,278.556262800928,224.999233563101,2862
780,2,293347.172480127,293347.172480127,0.00284221140529674,0,0.997158740984388,0.0148147067101957,278.354838060891,224.996427733453,2646
780,5,291353.395298357,291353.395298357,0.00284221140608241,0,0.997158730247507,0.0115819167868723,277.245410367408,224.982541746251,2502
780,10,282677.832849126,282677.832849126,0.00260397620360335,0,0.997395596733984,0.00394953446610255,272.280093551869,224.933594316962,2358
780,15,238209.398261178,238209.398261178,0.00092644011892871,0,0.999072905873751,0.00092644011892871,247.439747146493,224.852397385668,1710
780,20,168259.257635889,168259.257635889,0,0,0.999996441993694,0,204.30220383722,224.738961085321,1134
780,25,128871.038931172,128871.038931172,0,0,1.00000573984192,0,176.000451674711,224.593299565067,882
780,30,102929.023895574,102929.023895574,0,0,1.0000003947199,0,155.247510842984,224.415430981436,810
780,40,70813.3015644599,70813.3015644598,0,0,0.999999831602264,0,126.267783954994,223.963165216782,810
780,50,52014.0292804625,52014.0292804625,0,0,1.00000001616401,0,106.798487379564,223.382388700205,738
805,0,285050.338707412,285050.338707412,0.00284221140522401,0,0.997157041978752,0.0154208096711266,273.221282811508,199.999233716623,2718
805,2,284702.85535875,284702.85535875,0.00284221140536575,0,0.997157054741393,0.0148572461244527,273.032322181202,199.996515568763,2646
805,5,282795.927160799,282795.927160799,0.00284221140610481,0,0.997157439222745,0.0111476442219877,271.995847623551,199.983063507832,2610
